template;https://gfycat.com/ifr/{url}
Opponent down d+3+4;AppropriatePessimisticBarnswallow
b+3;BitterGorgeousBeagle
2, 3, B;ThatMintyEasteuropeanshepherd
f+3, B;GlaringFortunateDwarfrabbit
df+1, 2, 3, B;BabyishNippyHalicore
df+3, 1, B;DarkRigidCoyote
d+4, 1, B;FlawedAnimatedHoneycreeper
f, F+3, 4, B+3;WarlikeCapitalBoaconstrictor
f, F+4, B;EasygoingAdvancedBoubou
qcf+2, 1, B;WiltedGiantAstrangiacoral
WS+3, B;JealousDesertedBeardedcollie
CJM 1;LastingEmbellishedFinnishspitz
CJM 2, 1;PoliticalSnoopyArcticseal
CJM 3;BouncySeparateEeve
CJM 4;EthicalBitterCamel
CJM 1+2;MasculineAfraidAldabratortoise
CJM uf+4;RedWelloffAntlion
CJM f, F;FineCavernousApatosaur
CJM f, F+3;FarflungTheseCusimanse
CJM f, F+4;GrotesqueWeirdChital
CJM db+3, 3;GrimPoshBunting
db+1+2;ClumsySpiffyAfricancivet
FC+f+2;CharmingDeficientHarvestmouse
in rage b+1+2;FriendlyGargantuanAiredale
in rage qcf+2+3;ScrawnyDescriptiveDuiker
in rage qcf+2+3 (second hit only);ScrawnyDescriptiveDuiker
d+1+2;AshamedHeartyBluewhale
Approach enemy... 1+3;LastingSlushyBighornedsheep
Approach enemy... 2+4;IcyDopeyDromaeosaur
Approach enemy... uf+1+2;ChillyRigidGar
Approach enemy... f+1+3;LastingSlushyBighornedsheep
Approach enemy... f+2+4;IcyDopeyDromaeosaur
Approach enemy... df, df+1;FrightenedOpulentDogwoodclubgall
Approach enemy... qcf+1+2;RectangularBadFrenchbulldog
Approach from left side... 1+3 or 2+4;SoreAgonizingBighornsheep
Approach from right side...  1+3 or 2+4;ViciousPlushCentipede
Approach from behind... 1+3 or 2+4;RemarkableMindlessGenet
(During Chin Bash) 1, 3, 2, 1;WindyEsteemedCanadagoose
(During Chin Bash) 3, 4, 3, 1+2;GloomyPeriodicFinnishspitz
(During Chin Bash) 4, 3, 4, 3+4, 1+2;WideeyedKeenFrogmouth
(During Chin Bash) 1+2, 4, 3, 1+2, 1+2, 1+2;ThoroughLightHind
(During Chin Bash) 1+3, 4, 1+2;ImpressiveObviousFlycatcher
(During Reverse Arm Lock) 3, 1, 4, 1+2, 1+2;LazySophisticatedChimneyswift
(During Reverse Arm Lock) 2, 1, 3, 4, 1+2;GrippingGleamingBarbet
(During Reverse Arm Lock) 2, 3, 1+2, 3+4, 1+2;DeadPopularBaldeagle
Time with enemy attack... b+1+3 (or b+2+4);GiftedNextIaerismetalmark
