template;https://gfycat.com/ifr/{url}
LAB f, F+3;AgileBlondAfricanfisheagle
LAB f, F+3+4 (far);MiniatureHideousAuklet
LAB f, f, f (close);DefenselessJaggedLemming
3~4, F;EnchantingUnawareBordercollie
LAB 3, 4, 4, F;MinorGlossyAmericansaddlebred
qcf;AnnualSkeletalBluetonguelizard
qcf+1;LongJampackedHoverfly
qcf+2;PiercingSomberCanvasback
qcf+2~1 (or df+1+2);HandyAdventurousBernesemountaindog
qcf+3;PersonalEminentFirefly
qcf+3 (during hit), 4;ExcitableReadyBellfrog
qcf+1+2;VapidZealousDogfish
u+3, d+3, U;RashZealousEft
uf+3+4, f+4, U;ComfortableMemorableCusimanse
df+4, 4, U;UnequaledFaithfulCrab
b+2, 4, U;OptimisticShamefulBlackrhino
b+4, B+4, 3, f+4, U;AngryDistortedDromaeosaur
LAB 3, 4, U;EnlightenedHauntingLadybird
LAB f+2, 4, U;OldTightAmazonparrot
HAZ U;MenacingAfraidCavy
f+1+2;JauntyZealousAnnelid
LAB 1+2;WeeklyUnimportantLeafcutterant
in rage db+3+4;FormalEvergreenAustraliankestrel
in rage f+3+4 (during hit from front), 2;AgileRareGermanspitz
ub, b+3+4;CriminalFaithfulBluebreastedkookaburra
1+2+3+4, b, f+1+2;CircularAthleticCapeghostfrog
HAZ 2;CompassionateGenuineBoilweevil
Approach enemy... 1+3;SickAptIbis
Approach enemy... 2+4;HideousJitteryCowbird
Approach enemy... f+1+3;SickAptIbis
Approach enemy... f+2+4;HideousJitteryCowbird
Approach enemy... hcb, f+1+2;MedicalWhisperedAntipodesgreenparakeet
Approach enemy... df+1+4;HalfClutteredAnemonecrab
db+1+2;CoolSeparateKissingbug
Approach from left side... 1+3 (or 2+4);SpecificGlamorousHyracotherium
Approach from right side...  1+3 (or 2+4);AdventurousMajesticCaudata
Approach from behind... 1+3 (or f+1+3);ConstantRepentantBlueshark
(During Tackle) 12, 12, 12, 12;ThatUnrulyCrownofthornsstarfish
qcf;AnnualSkeletalBluetonguelizard
FC+df, d, df;SnivelingClumsyGardensnake
