Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
WS+2, 3 or 4;m (CES);11;;2;10;13;
WS+2, 1;m, h;11,20;;-4;KND;KND;
WS+2, 2;m, m;11,16;;-16;KND;KND;
WS+2, 2, D;m, m;11, 16;;-18;KND;KND;
WS+2, 2*;m, m;11,23;;4;KND;KND;
WS+2, 2*, D;m, m;11,23;;4;KND;KND;
WS+2, 2, 1+2;m, m, m (TC);11,16(23),25;;-16;KND;KND;
WS+3;m ;21;14;-7;+15k;KND;Homing, Tail spin
WS+4;m ;17;11;-12;KND;KND;
FC+d/f+2;m (TC);25;12;-14;KND;KND;
FC+d/f+4;l (TC);9;16;-14;-3;-3;
FC+d/f+4, 3;l, m (TJ);9,20;;-17;KND;KND;
SS 2;m (TC);15;18 cs6;-5;3;+28g;
SS 3;m;23;20;-6;KND;KND;
SS 4;l;17;20~21s (29~);-13;0;KND;
SS 3+4;m, m;10,10;22;-21;JG;JG;
1+3+4;(special);;;;;;
2+3+4;(special);;;;;;
b, b, u/b (back against wall);m;21;36;2;KND;KND;
BT 1 or 2;h;15;8;-8;3;3;
BT 3 or 4;h;18;10;-8;KND;KND;
BT d+1 or d+2;sm;10;10;-2;9;9;
BT d+3 or d+4;l;12;10;-11;3;3;
3+4 or BT 3+4;(CES);;;;;;
u+3+4 or d+3+4;(CES);;;;;;
CES 1;h;14;15;0;6;KND;
CES 2;m;20;18;-9;+11k;+11k;Tail spin
CES 3;m;10;18;-17;-7;-7;
CES 3, 1+2;m, m;10,27;;-13;KND;KND;
CES 4;l (TC);14;20 cs6;-26;+6s;+6s;
CES 4, 1+2;l, m (TC);14,27;;-16;KND;KND;
CES 1+2;m;18;19;-9;+5s;JG;
f+3;(special);;js13;;;;
f+3, D or D/B;(recover crouch);;;;;;
f+3~1;h (TJ);24;19 js18;-3;KND;KND;
f+3, 1;m ;15;39;-13;JG;JG;
f+3, 2;m;20;31;-8;KND;KND;
f+3, 4;l;17;33;-13;2;KND;
f+3, 1+2;h;40;;;Throw;Throw;Also air throw 
f+3, u/f+3+4;m, h;8,12;39;-16;JG;JG;
