Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
HSP f+1+2;(HSP);;23~30 (24~);;;;
HSP F+1+2 or f, f+1+2;(Special), m(HSP);18;19~21 (27~);+2~+4;KND;KND;
HSP 1;m;20;23 pc8~22;-12s;KND;KND;Power crush
HSP 2;m;10;18s;-2;+5;+9;
HSP 2, 4;m, ll (TC);10,10,7;18;-1~0 (-12);+4~+5;+4~+5;
HSP 3;m (TC), (RLX);17;32;-5;+6;KND;
HSP 3~4;ll (TC), (RLX);10,10;25,34 (26~);-24;KND;KND;
HSP 4;mh, (HSP);5,20;12~13, 18~20a;-6~-4;+19k;+19k;Tail spin
HSP 4, 3+4;mh, ll (TC), (RLX);10,12,10,10;12~13, 18~20;-24;KND;KND;
HSP 3+4;h(Throw);40;26;;Throw(KND);;
HSP f+1;h;7;21;+1;+8;+8;
HSP f+3+4;m (TJ);20;18~28;-12~-2;KND;KND;
HSP D;(Special) (TC), (HSP);;18~28;;;;
HSP D, 3+4;(Special) (TC), m, (HSP);20;cs1~15 Air(26~);-9;Launch;Launch;
HSP b+3;l (TC), (RLX);15;22;-14;+7;KND;
HSP u or d;(HSP);; RC;;;;
HSP u or d 3 or 4;(Special), l (TC)(HSP);25;36s(46~);-45;KND;KND;
HSP u or d+3 or u or d+4;m, (HSP);10;16~17 Air;-13~-12;-2~-1;KND;
HSP u or d+3, D or u or d+4, D;m, (RLX);10;16~17 Air;-2~-1;+9~+10;KND;
d+3+4 or From certain moves (to RLX);(RLX);; Air;;;;
RLX u or d;(RLX);;;;;;
RLX b or f;(RLX);;;;;;
RLX 1;l (TC);10;17;-12;-1;-1;
RLX 1, 3;l (TC), m, (HSP);10,15;17;-14~-12;-3~-1s;KND;
RLX 1, 3, D;l (TC), m, (RLX);10,15;17;-12~-10;-1~+1s;-1~+1s;
RLX 1, 4;l (TC), h;10,15;17;-6~-5;+5~+6(KND);CS;
RLX 2;m (TC);15;20~21;-6~-5;+5~+6;+5~+6;
RLX 2, 3;m (TC), m;15,15;20~21;-13~-12;Launch (JG?);Launch (JG?);
RLX 2, f+3;m (TC), m;15,30;20~21a;-14;KND;KND;Wall bounce
RLX 2, 4;m (TC), m;15,10;20~21a;-23~-22;-12~-11;-12~-11;
RLX 3;l (TC);12;16~17s;-15~-14;+1~+2;+1~+2;
RLX 3, n+4;l (TC), m (TJ);12,28;16~17;-6~-5;KND;KND;
RLX 3~4;m (TC);20;17~18a (18~);-24~-23;Launch (JG?);Launch (JG?);
RLX 4;m;17;15s;-13;+14kg;+14kg;Homing, Tail spin
RLX 4, 3+4;m, m (TJ);17,20;15;-7~-2;KND;KND;
RLX 4~3;ll (TC), (HSP);7,8;15~17, 42~44a (16~) cs1~ar1~;-37~-35;KND;KND;
RLX 4~3 (Second hit only);l (TC), (HSP);8;42~44a (16~) cs1~ar1~;-4~-2;KND;KND;
RLX 1+2;m (TC);11;18~20;-14~-12;+2~+4;+4~+6;
RLX 3+4;m (TJ);20;35~36;-7~-6;KND;KND;
RLX 3+4, B (Cancel);(Special) (TJ), (HSP);;35~36;;;;
RLX 3+4, 3 (Cancel);m, (HSP);15;32~33;-2~-1;+9~+10;+9~+10;
RLX f+3+4;m (TJ);20;18~28;-12~-2;KND;KND;
RLX d/b+3j;l;10;22;-12;+5;KND;
RLX b+1+2;(HSP);;22;;;;
