Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
d/b+4;l (TC);12;20~22 cs10~;-31;+2~+4 (KND);KND;
d/b+4, 1;l (TC), m;12(18),27;20~22 13~;-16~-15;KND;KND;
d/b+1+2;m;17;21~23;-9~-7;+7~+9;+7~+9;
d/b+1+2, 1;m, m;17,20;21~23;-12~-11;KND;KND;
d/b+1+2, D;m, (BOK);17;21~23;-12~-10;+4~+6;+4~+6;
b+1;m;17;18~19;-12~-11;+1~+2;+1~+2;
b+1, 4;m, m, (KNK);17,14;18~19;+8~+9;+14~+15;+14~+15;
b+2;m;11;15;-11;0;0;
b+2, 1;m, h;11,11;15;-4~-3;+7~+8;+7~+8;
b+2, 1+2;m, m;11,21;15;-11~-10s;+8~+9s;KND;
b+3;m;15;14~15;-7~-8;+4~+5;+4~+5;
b+3, 1;m, m;15,16;14~15;-7;+4;+4;
b+3, 1, B;m, m, (KNK);15,16;14~15;-11;0;0;
b+3, 1, D;m, m, (BOK);15,16;14~15;-8;+3;+3;
b+4;m;13;18;-8;+5;+5;
b+4, 1+2;m, m;15,20;18;-12~-11;KND;KND;Wall bounce
b+4, 1+2, d;m, m;15;18;-16~-15;-3;-3;Ends in crouch
b+1+4;hl;10,12;19,21;-13;+3;+16s;
b+1+4 (First hit only);h;10;19;-15;-4;-4;
b+1+4 (Second hit only);l;12;21;-13;+3;+3;
b+2+3;!;60;70~71;KND;KND;KND;
u/f+1;h;8;13;-1;+6;+6;
u/f+1, 1;h, h;8,17;13;-9~-8;+15~+16kg;KND;Tail spin
u/f+1, 2;h, m;8,21;13;-14~-13;KND;KND;
u/f+2;m;15;18~21a;-14~-11;KND;KND;
u/f+2, 1;m, m;15,17;js1~15;-8~-7;+4~+5;KND;
u+3;m (TJ);20;17 js9~;-9;KND;KND;
u/f+3;m (TJ);21;17 js9~;-9;KND;KND;
u/b+4;m (TJ);11;15~16 js9~;-19~-18;-8~-7;-8~-7;
u+4;m (TJ);15;15~16 js9~;-13~-12;KND;Launch (JG?);
u/f+4;m (TJ);13;15~16 js9~;-13~-12;Launch (JG?);Launch (JG?);
u or u/f+3+4;m (TJ);26;24~27 js9~;0~+3s;+6~+9s;JG;
f, F+2;m;25;14~15 (15~);-10~-9;KND;KND;
f, F+3;m (TJ);20;26~29a (27~) js9~;--7~-4s;KND;KND;
f, F+3, D;m (TJ), (BOK);20;26~29a (27~) js9~;+1~+4s;KND;KND;
f, F+4;m;12;19~20a (20~) js17~;-13~-12;-2~-1a;-2~-1a;
f, F+4, 3;m, h;12,23;js1~;-14~-12;KND;KND;Tail spin
f, F+4, 3, 4;m, h, l;12,23,17;js1~10 cs20~;-12~-10;-1~+1;KND;
b, f+1+2;m;15;17~18;-24~-23;-11~-10;-11~-10;
b, f+1+2, 1+2;m, m;15,13;17~18;-14~-13;-3~-2;+7~+8;
b, f+1+2, 1+2, 2;m, m, m;15,13,25;17~18;-13~-12;KND;KND;
b, f+1+2, 1+2, qcf+2;m, m, m;15,13,30;17~18;-13~-12;KND;KND;
f, f, f+3;m (TJ);30;23~26a (26~) js3~;+9~+12g;KND;KND;
WS+1;m;13;14~15;-8~-7;+4~+5;+4~+5;
WS+1, 4;m, l;13,12;14~15;-12~-11;-1~0;-1~0;
WS+1, 4, 1;m, l, m;13,12,24;14~15;-14;KND;KND;
WS+2;m?;15;16~17;-13~-12;Launch (JG?);Launch (JG?);
WS+3;m;9;13~14;-6~-5;+5~+6;+5~+6;
WS+3, 1;m, m;9,9;13~14;-10;+3;+3;
WS+3, 1, 2;m, m, h;9,9,20;13~14;-9~-8;KND;KND;
WS+4;m;15;11~12;-12~-11;KND;KND;
WS+4, 1+2;m, m;15,28;11~12;-12~-10;KND;KND;
WS+1+2;m;25;13~15;-15~-13;+22g(KND);+22g(KND);
FC+d/f+3;l;20;21~23s cs1~;-26;KND;KND;
SS+1+2;m;30;19(28~);-9;KND;KND;
BT 1+2;m;21;11;-20;KND;KND;
Opponent Down d+3+4;On grounded opponent(l);19;24;-13;+3;+3;
1+2+3+4;(Special);;24;;;;
1+2+3+4, b+3;m;18;14~15 (79~);-7~-6;+4~+5;+4~+5;
1+2+3+4, b+3, 1;m, m;18,16;14~15 (79~);-7;+4;+4;
1+2+3+4, b+3, 1, 2;m, m, m;18,16,20;14~15 (79~);-15~-14;KND;KND;
1+2+3+4, d/b+4;l (TC);14(21);20~22 (85~) cs13~;-31;KND;KND;
1+2+3+4, d/b+4, 1;l, m;14(21),27;20~22 (85~) cs10~;-14;KND;KND;
1+2+3+4, d/b+4, 1, 2;l, m, m;14(21),27,20;20~22 (85~) cs10~;-15~-14;KND;KND;
f+4;m, (KNK);14;17~18;+8~+9;+14~+15;+14~+15;
b+3+4;(KNK);;17~18;;;;
f+4, d/f or KNK d/f (to CD);m, (KNK);14;17~18s;-5~-4;+1~+2;+1~+2;
KNK 1;h;12;18~19;-9~-8;+2~+3;+2~+3;
KNK 1, 2;h, m;12,20;18~19;-9~-8;KND;KND;Wall bounce
KNK 1, D;m, (BOK);12;18~19;-7~-6;+4~+5;+4~+5;
KNK 2;h;18;13~15;-4~-2;KND;CS;Tail spin
KNK 3;m (TJ);13;20~21a;-13~-12;Launch;Launch;
KNK 3, 4;m (TJ), m;13,27;20~21a;-12~-10;Launch;Launch;
KNK 4;l;18;20~21a;-12~-11;+9~+10;+9~+10;
KNK 1+2;m;20;24;-6;KND;Launch;
KNK 3+4;l;24;24~25a;-26;KND;KND;
d+1+2 or FC+d/b or d+1+2;(Special) (TC)(BOK);;(s);;;;
BOK 1;m;14;13(33~) cs1~12;-4;+9;+9;
BOK 1, 2;m, m;14,20;13(33~) 1~12;-14~-13;KND (JG?);KND (JG?);
BOK 2;m;20;19~20 (39~) cs1~17;-9~-8;Launch(JG?);Launch(JG?);
BOK 3;h (TJ);30;21(41~) js10~;+9;KND;KND;Homing, Tail spin
BOK 4;m, (KNK);14;20(40~);+8;+14;+14;
BOK 1+2;h;26;26(46~) pc8~25;-9;KND;KND;Power crush
qcf or KNK D/F;(CD);;26(46~) 8~25;;;;
qcf+1;l (TC);17;18~19s (20~) cs6~;-13~-12;-2~-1;+11~+12;
qcf+2;m;14;17(19~);-9;+9;KND;
qcf+2, B;m, (KNK);14;16(18~);-9;+9;+9;
qcf+2, 1;m, m;14,17;16(18~);-6~-5;+7~+8;KND;
qcf+3+4;mm (TJ);6,20;18~20, 24~26 (20~) js17~;-6~-4;KND;KND;
qcf+3+4 (First hit only, Second hit miss);m (TJ);6;18(20~) js17~;-17;-6;-6;Homing
d, D/F, n;;;18(20~) 17~;;;;
