Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
d/b+2;m?;21;19~20;-11~-10;KND;Launch;
b+1;h;12;12~13;-9~-8;+2~+3;+2~+3;Homing
b+1, 2;h, h;12,21;12~13;-5~-4;+8k~+9k;+8k~+9k;Tail spin
b+2;m;22;18;-5s;+4s;+4s;
b+2, 1;m, m;22,22;18;-12;0s;KND;
b+2, 1*;m, m;22,35;18;+8~+9s;+8~+9s;KND;
b+3;h;16;14~15;-6~-5;CS;CS;
b+4;l;14;20~21;-13~-12;+3~+4;+16g~+17g;
b+1+2;h;28;24 pc8~23;0;KND;KND;Power crush
u/b+2;m;22;20~21;-9~-8;KND;CS;Homing
u/f+2;m (TJ);35;34a js8;+9;KND;KND;Wall bounce
u/b+3;m (TJ);12;15~16 js10~;-16~-15;Launch (JG?);Launch (JG?);
u+3;m (TJ);13;15~16 js9~;-16~-15;Launch (JG?);Launch (JG?);
u/f+3;m (TJ);14;15~16 js9~;-16~-15;Launch (JG?);Launch (JG?);
u/b or u or u/f+3, 4;m (TJ), m (TJ);14,20;js1~;-13~-12;Launch (JG?);Launch (JG?);
u/f+4;m (TJ);13;15~17 js9~;-13~-11;Launch (JG?);Launch (JG?);
f, F+2;m;14;15~17 (16~);-17~-15;-7~-5;-7~-5;
f, F+2, 1;m, m;14,20;15~17 (16~);-12;KND;KND;
f, F+2, 1, B (Cancel);m, (Special);14;15~17 (16~);-21~-19;-11~-9;-11~-9;
f, F+2, 2;m, l (TC);14,21;cs15~;-19~-17;Launch;Launch;
f, F+2, 2, B (Cancel);m, (Special) (TC);14;15~s;-28~-26;-18~-16;-18~-16;
f, F+2:1;m, h;14,24;15~;-4;KMeD;KMeD;
f, F+3;m (TJ);14;15~16a (16~) js9~;-17~-16;Launch (JG?);Launch (JG?);
f, F+3, 4;m (TJ), m (TJ);14,15;js1~;-16~-15;Launch (JG?);Launch (JG?);
f, F+3, 4, 4;m (TJ), m (TJ), h;14,15,25;1~;-5~-3;KND;KND;
f, F+3, 4, f or d/f+4;m (TJ), m (TJ), m;14,15,18;1~;-14~-12;KND;KND;
f, F+3, 4, d or d/b+4;m (TJ), m (TJ), l (TC);14,15,15;s cs20~;-17~-16;-6~-5;-6~-5;
f, F+4;m (TJ);20;23~34as (27~) js13~;-5~+6;KND;KND;
b, f+1;h;22;28~31 (28~);-6~-3;KND;KND;
b, B+1+2;!;80;63~64 (64~);KND;KND;KND;
WS+2;m;20;15~16;-14~-13;Launch;Launch;
WS+3;m;16;13~14;-8~-7;+3~+4;+3~+4;
WS+3, 2;m, h;16,21;13~14;-9~-8;KND;CS;Tail spin
WS+4;m;18;11~12;-6~-5;+5~+6;+5~+6;
FC+d/f+2;m;14;14~16;-17~-16;-7~-6;-7~-6;
FC+d/f+1+2;l (TC);20;32~33s cs1~;-12~-11;KND;KND;
D(Hundred and sixty frames);(Special);;32~33 1~;;;;
D(Hundred and sixty frames)n, u+3+4 (On the way up);m (TJ), m;48;13~18d js9~;-49~-44;Launch;Launch;
D(Hundred and sixty frames)n, u+3+4 (On the way down);m (TJ), m;48;46~56d js1~;-21~-11;-10~0s;-10~0s;
SS+1;h;21;20(30~);+8;KND;KND;
SS+3;l;17;19(29~);-12;+4;+12;
Opponent Down, d+2;l(On grounded opponent);16;18;-12;+4;+4;
qcf;(Special);;18;;;;
qcf+1;h;21;16~17 (18~);-4~-3;YKU;YKU;
qcf+2 (Close);m;54;13~14 (15~);-17~-16;KND;KND;
qcf+2;m;36;13~14 (15~);-17~-16;KND;KND;
qcf+3;l (TC);17;18~19 (20~) cs6~;-14~-13;0~+1;KND;
qcf+3+4;m (TJ);40;19~20a (21~) js18~;-9~-8;Launch;Launch;
qcf, or d, d/f, n;;;19~20 (21~) 18~;;;;
qcb;(Special);;19~20 (21~) 18~;;;;
qcb+1;m;24;21~22 (23~);0~+1s;KND;KND;
qcb+2;m;21(31);15(17~);-8;KND;KND;
qcb+3;l (TC);14;18~19s (20~) cs1~;-21~-20;-9~-8;KND;
qcb+3, 2;l, m;14,20;18~19 (20~) 1~;-10~-9;+6~+7;+6~+7;
qcb+3, 2, 1;l, m, h;14,20,25;18~19 (20~) 1~;-10~-9;KMeD;KMeD;
qcb+3, 2, 3;l, m, m;14,20,22;18~19 (20~) 1~;-13;KND;Launch;
qcb+4;h;23;15~16 (17~);+1~+2;KND;CS;Homing, Tail spin
qcb+1+2;m?;22;18~19 (20~);-14~-13;Launch;Launch;
