Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
d/f+3;m;11;13;-9;+4;+4;
d/f+3, 1;m, h;11,12;13;-4;+4;+10;
d/f+3, 1+2;m, m;11,20;13;-16;CS;CS;
d/f+3, 1+2, 1+2;m, m, h;11,20,20;13;-1~0;KND;KND;
d/f+4;m;12;14;-3;+3;+9;
d/f+4, 1+2;m, m;12,30;14;+1~+2s;+5~+6s;Launch;
d/f+4, 1+2, 3+4 (SG);m, m;12,30;14;+3~+4s;+7~+8s;Launch;
d/f+1+2;mm;13,13;25~26, 47~48;-20~-19;-9~-8s;KND(KND);
d/f+1+2, 1+2;mm, m;13,13,17;25~26, 47~48;-18~-17s;KND;KND;
d+2;m;13;15;-14;Launch;Launch;
d+3;l;15;16;-12;-1;-1;
d+3, 2;l, m;15,20;16;-12s;0s;KND;
d+1+2;m;30;30~31 pc8~29;-13~-12;KND;KND;Wall bounce, Power crush
d+3+4;(Special);;pc6~;;;;Power crush
d/b+2;l (TC);23;23~24 cs6~;-14~-13;+3~+4;KND;
d/b+3;l (TC);16;21s cs6~;-20;-4;-4;;
d/b+3, 2;l, h (TC);16, 20;21s cs6~;-9;Tail spin
d/b+4;l (TC);8;14s cs4~;-13;-2;+3;
d/b+1+2;m;35;29~32;-8~-5;KND;KND;
b+1;m;20;20~22;-15~-13;Launch;Launch;
b+2;m;20;20;-13;KND;KND;
b+2, F;m, (GOL);20;20;-18;KND;KND;
b+2*;m;40;41~42;+15g;KND;KND;
b+2*, F;m, (GOL);40;41~42;+18;KND;KND;
b+3;m;26;21~23;-9~-7;KND;KND;
b+4;m;20;20~22;-9~-7s;+1~+3s;KND;
b+1+2;m;30;25~26;+4~+5s;+5~+6s;Launch;
b+1+2, 3+4 (SG);m;30;25~26;+6~+7s;+7~+8s;Launch;
u/f+1;m (TJ);25;23~24 js9~;-9~-8s;KND;KND;
u/b+3;m (TJ);13;20~22 js9~;-10~-8;+3~+5;+3~+5;
u+3;m (TJ);15;20~22 js9~;-10~-8;+3~+5;+3~+5;
u/f+3;m (TJ);17;20~22 js9~;-3~-1;+6~+8;Launch (JG?);
u/f+4;m (TJ);20;25~26 js9~;-13~-12;Launch (JG?);Launch (JG?);
u/f (On the way up) n+4;m (TJ);25;23 js9~;-11;Launch (JG?);Launch (JG?);
u/f+1+2;m (TJ);35;35~63d js18~;-19~+10;KND;KND;
u/f+3+4;m (TJ);25;31~36 js6~;-3~+2s;+7~+12s;KND;
f, F+2;m;25;16~17;-8~-7;KND;KND;
f, F+3;m;23;17(18~);-4;+8 (+20~+29g wc) ;CS;Wall crush
f, F+4;m;17;17(18~);-8;+3;+3;
f, F+4, 2;m, m;17,25;17(18~);-13~-12;Launch;Launch;
f, F+1+2;m;20;17(18~);-16;CS;CS;Homing
f, F+1+2, 1+2;m, h;20,20;17(18~);-1~0;KND;KND;
f, f, f+2;m;30;21~24 (24~);+7~+10g;KND;KND;
WS+1;m;17;11~12;-7~-6;+5~+6;+29~+30g;
WS+2;m;19;15~16;-5~-4;+4~+5;+4~+5;
WS+2, 3;m, m;19,24;15~16;-13;KND;KND;
WS+2, 4;m, m;19,20;15~16;-14;KND;KND;
WS+2, 4, F;m, m, (GOL);19,20;15~16;-27;KND;KND;
WS+2, 4*;m, m;19,40;15~16;+27g;KND;KND;
WS+2, 4*, F;m, m, (GOL);19,40;15~16;+19;KND;KND;
WS+3;m;25;18~20;-13~-11;Launch (JG?);Launch (JG?);
WS+4;m;21;13~14;-12~-11;KND;CS;
WS+4, 2;m, m;21,20;13~14;-14;KND;KND;
FC+d/f+2;l (TC);20;28~29 cs1~;-19~-18;KND;KND;
SS+2;h;25;28~29a (37~);-9~-8;KND;KND;Tail spin, Homing
Face down Grounded 2;l?;20;22~24;-16~-14;+1~+3;KND;
Face down Grounded 1+2;m;30;35~36;0~+1;KND;KND;
f+3+4 or From special move;(GOL);;35~36;;;;
GOL 1 (After two steps);m;25;26~27 (85~86);-2~-1;KND;KND;
GOL 1 (After three steps);m;40;26~27 (114~115);-2~-1;KND;KND;
GOL 2 (After two steps);h!;40;24~26 (83);KND;KND;KND;Wall bounce
GOL 2 (After three steps);h!;55;24~26 (112);KND;KND;KND;
GOL 1+2 (After two steps);m (TJ);20;49~55a,d (105~) js36~;+4~+10;KND;KND;
GOL 1+2 (After three steps);m (TJ);30;49~55a,d (136~) js36~;+4~+10;KND;KND;
d/b+3+4 (to SG);(Special)(SG);(TC);49~55, (136~) 36~;;;;
SG 1;m;25;15~16 (36~);-13~-12;Launch (JG?);Launch (JG?);
SG 2;m;30;20~22 (41~);0~+2;KND;KND;
SG 4;l;14;20~21 (41~);-16~-15;0~+1;0~+1;
SG 4, 1;l, h;14, 20;20~21 (41~);-1~-0;KND;Tail spin; Tail spin
SG u/b;(Special) (TJ);;a;;;;
