Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
FC+4;l;10;12;-15;-4;-4;
FC+1+2;m (throw);25(,15);22;-4;throw;throw;
WS+1;m;14;11;-7;+3;+3;
WS+1, 3+4;m (special);14;;-7;+3;+3;
WS+1, 3+4, 3+4;m (special);14;;-8;+2;+2;
WS+1, 2;m, h;14, 18;;-7;KND;CS;
WS+2;m;22;19;-8;KND;KND;Tail spin
WS+3;m;20;18;-13;KND;KND;
WS+4;m;21;13;-9;KND;KND;
WS+1+2;m;12;10;-4;+7;+7;
FC+d/f+2;h;28;20;-3;KND;KND;
FC+d/f+4;l;19;21;-26;+8;KND;
SS+2;m;18;21;-3;0s;0s;
SS+2, 3+4;m;18;;+2;+5s;+5s;
SS+2, 3+4, 3+4;m;18;;+1;+4s;+4s;
SS+4;m;24;21;-6;KND;KND;
SS+1+2;m;25;29;+1;KND;KND;
(opponent grounded) d/b+4;l;23;19;-14;-3;-3;
(grounded face down) 2;m;23;20;-7;+4;+4;
(grounded face down) d+2;l (throw);18(,10);17;-24;throw;throw;
(back to wall) b, b, u/b;m;21;36;0s;KND;KND;
BT 1 or 2;h;15;8;-8;+3;+3;
BT 3 or 4;h;18;10;-8;KND;KND;
BT d+1 or d+2;sm;10;10;-2;+9;+9;
BT d+3 or d+4;l;12;10;-11;+3;+3;
3+4;(VTS) TC;;cs7;;;;
d/f+3+4;(VTS);;;;;;
d/b+3+4;(VTS);;;;;;
VTS 3+4;(cancel);;total 1 frame;;;;
VTS u or d;(special);;;;;;
VTS f+1;m;16;13;-4;+3;+3;
VTS f+1, 2;m, m;16, 20;;-13s;+2s;KND;
VTS f+1, 4;m, h;16, 26;;-9;KND;KND;Tail spin
VTS f+2;m;22;17 pc8;-14;KND;KND;Wall boune, Power crush
VTS d+1+2;l, m;20, 20;17;-39;KND;KND;
VTS d+1+2;l, m (second hit only);20;;-14;KND;KND;
