template;https://gfycat.com/ifr/{url}
Approach from behind... 1+3 (or 2+4);SaltyAnnualHorsemouse
Approach (crouching enemy) d+1+3;AbandonedImpracticalAmoeba
Approach (crouching enemy) d+2+4;ForsakenCarefulGenet
Opponent down db+2+4;AmazingLikableAsiaticlesserfreshwaterclam
(Enemy on back) by the feet... db+1+3;AdolescentUnlinedGull
(Enemy on back) by the head... db+1+3;SolidImpureDormouse
(Enemy on back) by enemy's side... db+1+3 (or db+2+4);BitesizedBlindEeve
(Enemy face down) by the feet... db+1+3;CheeryAcidicBlackfootedferret
(Enemy face down) by the head.. db+1+3;SpanishColorfulHart
(Enemy face down) by enemy's side... db+1+3 (or db+2+4);ReliableImpressionableDragonfly
Approach mid-air enemy... f, hcf+1;DisloyalRemarkableInsect
Approach mid-air enemy... f, f, f+2+4;ConsideratePartialEeve
FC+db, d, db+1+2;BlandPotableAgama
Approach enemy... f, N, d, DF+1+4 (or 2+3);MiniatureDeafeningCaracal
(During Cobra Clutch) 2+4, 1+2, 1+2;SnappyNaturalIcelandicsheepdog
(During Cobra Clutch) 3+4, 3+4, 1+2;LongSimpleHectorsdolphin
(During Cobra Clutch) 2, 1, 1+2;PointlessNervousConch
(During Sleeper) 1, 1, 1+2;ForcefulCornyBobcat
(During Sleeper) 3, 4, 1+2, 3+4;ImperfectRapidAllensbigearedbat
(During Neck Drop) 4, 3, 3+4, 1+2;SimplisticDentalFowl
(During Neck Drop) 3+4, 2, 1, 1, 1+2;EarlyArcticBrahmanbull
Time with enemy punch... b+1+3 (or b+2+4);VigorousOffbeatCockerspaniel
