template;https://gfycat.com/ifr/{url}
4~3, 3;JauntyLinedEyra
u+4, 3;BreakableKindheartedBaleenwhale
u+3+4, D;UnderstatedSecondHydatidtapeworm
uf+3, D;SilkySandyBoar
uf+3, 3+4;UncommonLeanEmperorshrimp
f+4, 3+4;SevereBestCougar
f, F+3, D;FabulousChiefLabradorretriever
df+3, D;LeftSilverGiraffe
d+2, 3;SilentQuaintGoldfinch
d+3~3 (or f, F+3, 3);DimpledVastIchthyosaurs
db+3, db+4~3;HonestUnfitGuanaco
b+3, 3;SillyPeacefulGermanwirehairedpointer
b+4, 4, D;LazyAnotherGlobefish
FC+3+4, D;FancySkinnyGerbil
FC+df+4;GeneralTidyDanishswedishfarmdog
SS+3;VariableLankyBactrian
SS+3, D;OfficialConstantAmericancrayfish
SS+4, 3+4, D;JollyDescriptiveBedlingtonterrier
WS+1, 3;IcyPaltryCrocodile
HSP 3;VariableLankyBactrian
HSP 3~4;PossibleGrandGermanshepherd
HSP 4, 3+4;FailingWarlikeAlabamamapturtle
HSP u+3, D (or u+4, D);PolishedVigilantIsabellinewheatear
HSP b+3;SmoothDenseGoat
RLX U (or D);ValuableTightCaudata
RLX 1, 4;WellwornYellowGrub
RLX 2, 3;EnchantingDirtyGavial
RLX 2, f+3;TastyBadAzurevasesponge
RLX 2, 4;CriminalBitesizedAmericanalligator
RLX 3~4;BossyHonorableAmericanavocet
RLX 4, 3+4;FarCoolFoxhound
RLX 3+4;DifficultOblongCat
RLX f+3+4;ArcticGrandioseDove
ub+3;HilariousAppropriateAxisdeer
HSP 1;DopeyWaryBergerpicard
in rage b+3+4;IdealisticImaginativeAmurminnow
in rage f, F+3+4;MadWastefulAmericanwarmblood
b, B+2+3 (b, b to cancel);HandsomeMagnificentBlowfish
Approach enemy... 1+3;TanElatedBlowfish
Approach enemy... 2+4;MixedThinGemsbok
Approach enemy... f+1+3;TanElatedBlowfish
Approach enemy... f+2+4;MixedThinGemsbok
Approach enemy... df+1+2;AnxiousAcidicChameleon
Approach enemy... hcf+1+2;OptimisticEnormousAardwolf
Approach from left side... 1+3 (or 2+4);PortlyWildBackswimmer
Approach from right side... 1+3 (or 2+4);FluidDirtyConch
Approach from behind... 1+3 (or 2+4);AdorableInexperiencedBoto
Approach crouching enemy... d+1+3 (or d+2+4);QueasyElasticAustraliankelpie
