Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
3, 3;h, m;10,10;16~17;-13~-12;0~+1;CS;
4 or BT 3 or 4;h;17;16~17;-8~-7;KND;KND;Tail spin, Homing
1+2;m;20;14;-14;KND;KND;
f+1;m;12;24~25;-17~-16;-4~-3;-4~-3;
f+1, 1+2;m, (MAX );12;24;+2~+3;+15~+16;+15~+16;
f+2;mh;5,10;17,32~33;-14~-13;SH;SH;
f+2 (Second hit only);h;10;22~23;-14~-13;SH;SH;
f+2, 1+2;mh, (MAX );5,10;17,32;+2~+3;SH;SH;
f+2When con, nects1;mh, h;5,10,15;17,32;-9;KND;KND;
f+3;h;15;23~25;+1~+3;+20~+22kg;+20~+22kg;
f+3, 1+2;h, (MAX );15;23~25;+5~+7;+24~+26kg;+24~+26kg;
f+4;m;21;19;-13;KND;CS;
f+1+2;m;15;24~25 js10~;-9~-8;KND;KND;
d/f+1;m;10;13~14;-3~-2;+5~+6;+5~+6;
d/f+1, 1;m, h;10,8;13~14;-4;+4;+4;
d/f+1, 4;m, m;10,21;13~14;-13;KND;CS;
d/f+2;m;17;18~19;-9~-8;+11~+12g (+23~+25 wc);+11~+12g (+23~+25 wc);Tail spin, Homing, Wall Crush
d/f+3;l;11;15;-13;-2;-2;
d/f+3, 4;l, m;11,14;15;-13;-2;KND;
d/f+3, 4~2;l, m;11,25;15;+2;KND;KND;
d/f+3, 4~3;l, h;11,15;15;+1~+3;+20~+22kg;+20~+22kg;
d/f+3, 4~3, 1+2;l, h, (MAX );11,15;15;+5~+7;+24~+26kg;+24~+26kg;
d/f+4;m;15;14;-7;+4;+4;
d/b or d+1 or FC+d/b or d+1 BT d+1 or 2;Sm;5;10s cs4or1~;-5;+6;+6;
d/b or d+1, 1+2;Sm, (MAX );5;10 cs4or1~;-1;+10g;+10;
d/b or d+2 or FC+2;l;13;14s cs6or1~;-14;-3;-3;
d/b or d+3 or FC+3;l;12;15s cs6or1~;-15;-5;-5;
d+3, 1;l, Sm;12,5;15 61~s;-9;+2;+2;
d+3, 1, 1+2;l, Sm, (MAX );12,5;15 61~;-1;+10g;+10;
d/b or d+4 or FC+4 BT d+3 or 4;l, (Special);15;17~18s cs6or1~;-31;-5~-4;KND;
d/b or d+4, 1+2;l(MAX );15;17~18 cs6or1~;;+15~+16g;KND;
d+1+2;l;15;24~25s cs6~;-18~-17;KND;KND;
b+1;h;8;12~13;-7~-6;+4~+5;+4~+5;
b+1, 2;h, m;8,23;12~13;-12;+1;KND;
b+1, 3;h, h;8,15;12~13;+1;+20g;+20g;
b+2;m;23;24;+2;KND;KND;
b+3;m;11;14~15;-12~-11;-1~0;-1~0;
b+3, 2;m, m;11,15;14~15;-15~-14;KND;KND;
b+3, 2, 1+2;m, m, (MAX );11,15;14~15;+2~+3;KND;KND;
b+4;l;10;19;-13;-4;-2;
b+4, 4;l, h;10,17;19;-3~-2;+16~+17kg;KND;Tail spin
f, f, f+1;m;26;15~16 (18~);-8~-7;KND;KND;
WS+1;m;12;13~14;-8~-7;+3~+4;+3~+4;
WS+1, 1+2;m, (MAX );12;13~14;-3~-2;+8~+9;+8~+9;
WS+2;m;15;18;-14;-3;-3;
WS+2 When hit F+2;m, (throw);15,10,10;--;;Launch;Launch;
WS+3;h;14;15~16;-8~-7;Tail spin;Tail spin;Tail spin
WS+4;m;18;11;-5;+6;+6;
FC+d/f+1;m;17;15;-14;Launch (JG?);Launch (JG?);
SS+3;l;18;19(28~);-12;+4;+4;
Jump 1;m;10;9 (14~37) js1~;-21~+2;-11~+12;-11~+12;
Jump 2;mm;10,10;9,21 (14~37, 26~) js1~;-12~;0~;0~;
Jump 2 (Second hit miss);m;10;9 (14~37) js1~;-17~+7;-7~+17;-7~+17;
Jump 3;m;10;7 (12~37) js1~;-23~+2;-13~+12;-13~+12;
Jump 4;m;15;11 (16~37) js1~;-14~+7;-4~+17;-4~+17;
Back to wall b, b, u/b;m;25;29~45 js1;-12~+4;KND;KND;
1+3+4;(Special);;29~45 1;;;;
qcf+1;Sm;14;19~;-13~;-5~;-5~;
qcf+2;Sm x 2;10,8;19~,43~;-19~;-8~;-8~;
dp+1;Sm, h;10,15;19,33~;-6;KND;KND;Tail spin
dp+2;Sm, h;10,15;23,39~;-6;KND;KND;Tail spin
qcb+1;h;20;15;-15;KND;KND;
qcb+2;h;10;20;-15;-5;-5;
qcb+2, 1;h, m;10,15;20;-15;KND;KND;
qcb+2, 3;h, m;10,20;20;-8~-6s;KND;KND;
qcb+2, 4;h, l;10,20;s cs18~;-18~-17;KND;KND;
hcb+3;Smh;10,15;22~30,40 pc8~;-9;KND;KND;Power crush
hcb+4;Smmm;10,5,12;22~30, 40,58 pc8~;-14;KND;KND;Power crush
Jump qcb+1 or 2;Sm (TJ);14;17~(~) js1~;-34~;-23~;-23~;
f+1+2, qcb+1 or 2;m (TJ), Sm (TJ);15,14;17~(~) 1~;-27~;KND;KND;
1+2+3;(MAX);;17~(~) 1~;;;;
MAX qcf+1+2;Sm x 2;10,10;19~,42~;+1~;KND;KND;
MAX dp+1+2;Sm, h;10,15;23,38~;-2;Tail spin;Tail spin;
MAX qcb+1+2;h;10;19;-12;-2;-2;
MAX qcb+1+2, 1;h, m;10,10;19;-2;KND;KND;Wall bounce
MAX qcb+1+2, 3;h, m;10,20;19;-8~-6s;KND;KND;
MAX qcb+1+2, 4;h, l;10,15;s cs18~;-18~-17;KND;KND;
MAX hcb+3+4;Smmm;10,5,15;22~30 ,40,58 pc8~;-2;KND;KND;Power crush
MAX Jump qcb+1+2;Sm;14;17~(~) js1~;-34~;-23~;-23~;
MAX f+1+2, qcb+1+2;m (TJ), Sm (TJ);15,14;17~(~) 1~;+4~;KND;KND;
qcf, qcf+1+2;Sm x 5;13*5;10~;+1~;KND;KND;
d/b, hcb, d/f+1+2;Sm;43;9~;-18;Launch;Launch;
1, 2, 1, 2;h, m, m, Sm x 5;7,10,15,14*5;(10);+1~;KND;KND;
