Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
b, f+2, 1, d/f+2;m, h, m;15,10,28~29;28 (15~);-14;Launch;Launch;
b, f+2, 3;m, m;15,17;15~16 (15~);-12;+6;CS;
b, f+2, 3, f;m, m, (CDS);15,17;15~16 (15~);-1;+17g;CS;
WS+1;m;10;13~14;-6~-5;+5~+6;+5~+6;
WS+1, 2;m, m;10,16;13~14;-8~-7;+3~+4s;+3~+4s;
WS+1, 2, f;m, m, (CDS);10,16;13~14;-9~-8;+2~+3s;+2~+3s;
WS+2;m;14;14~15;-12~-11;Launch;Launch;
WS+3;m;20;16~18;-9~-7;+10~+12kg;KND;Homing, Tail spin
WS+4;m;16;11~12;-3~-2;+8~+9;+8~+9;
Opponent Down d+2;l(On grounded opponent);19(24);19~20;-13~-12;+3~+4;+3~+4;
1+3+4;(Special);;19~20;;;;
d+1+2 (to ZEN);(Special) (TC)(CDS);;(10~);;;;
b+1 (to CDS);(Special) (TC)(CDS);;(5~);;;;
CDS F;(Special);;(5~);;;;
ZEN or CDS D/F;(Crouch dash);; RC;;;;
ZEN or CDS 1;m;14;16~17 (21~);-3~-2;+8~+9;+8~+9;
ZEN or CDS 1, 2;m, m;14,21;16~17 (21~);-14~-13;KND;KND;
ZEN or CDS 1, 3;m, h;14,18;16~17 (21~);-9;KND;KND;
ZEN or CDS 2;m;27;22~23 (27~);-14~-13;KND;KND;
ZEN or CDS 3;m;20;17~18 (22~);-9~-8;+10~+11kg;Launch;Tail spin, Homing
ZEN or CDS 4;l (TC);20;25~26s (30~) cs1~;-26;KND;KND;
ZEN or CDS 1+2;hh;8,20;13,29~30 (18~);-13~-12;Launch;Launch;
ZEN or CDS 3+4;h (TJ);25;22~27 (27~) js10~;+8~+13g;KND;KND;
f, n, d, d/f;(Crouch dash);;22~27 (27~) 10~;;;;
f, n, d, d/f, u/f;(Special) (TJ)(Crouch dash);;22~27 (27~) 10~;;;;
f, n, d, D/F+1;m;20;16~17 (20~);-13~-12;Launch;Launch;
f, n, d, d/f+1;m;22;16~17 (19~);-13~-12;Launch;Launch;
f, n, d, D/F+2;h;20;11~12 (15~);-10~-9;KND;KND;
f, n, d, d/f+2;h;25;11~12 (14~);+5~+6;Tail spin;Tail spin;
f, n, d, d/f+3;m;20;16~18 (19~);-9~-7;+10~+12kg;Launch;Homing, Tail spin
f, n, d, d/f+4;l;10;20~21 (23~);-31;Launch;Launch;
f, n, d, d/f+4, 3+4;l, m (TJ);10,27;d js26~;-14~-4;KND;KND;
f, n, d, d/f,;;; 26~;;;;
