Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
b+2;m;17, CH(12, 10, 10);15~16;-9~-8;+4~+5;KND (throw);
b+3;m;20;18~19;0~+1s;+3~+4s;KND;
b+4;m;20;17;-15;+4;KND;
u/b+3;m (TJ);16;25~26 js9~;-7~-6;+4~+5;+4~+5;
u+3;m (TJ);21;25~26 js9~;-7~-6;KND;KND;
u/f+3;m (TJ);22;25~26 js9~;-7~-6;KND;KND;
u/b or u or u/f+4;m (TJ);13;15~17 js9~;-13~-11;Launch (JG?);Launch (JG?);
f, F+3 or f, f, f+3 (Close);m (TJ)(, (throw));13(,5,5);17a(18~) js13~;-12;Throw(Launch);Throw(Launch);
f, F+3 or f, f, f+3;m (TJ);13;17a(18~) js13~;-12;KND;KND;
f, F+4;h;25;16(17~) pc6~15;-11;KND;KND;Power crush, Wall Bounce
f, b+2;h (throw);20(,35);14(14~);-4;Throw(KND) +13;Throw(KND) +13;
f, f, f+2 or WR+2;m;20;20;+6;KND;KND;Wall bounce
WS+1;m;17;14;-2;+4;+12;
WS+2;m;21;16;-17;CS;CS;
WS+3;m;14;13;-11;0;0;
WS+3, 3;m, m;14,20;13;-13;KND;KND;
WS+4;m;16;11~12;-6~-5;+5~+6;+5~+6;
FC+d/f, d, D/F+3;l (SNK);21;16~20d (19~) cs1~15 ar7~;-23~-19;KND;KND;
BT 2;m;15;14;-3;KND;KND;
d/f, d/f or From special move (to SNK);(SNK);;14;;;;
SNK 1;h(SNK);10;12(27~);-1;+5;+12;
SNK 2;m;17;15~16 (30~);-9~-8;+7~+8;KND;
SNK 3 (Close);m (TJ)(, (throw));13(,5,5);20a(35~) js14~;-12;Throw(Launch);Throw(Launch);
SNK 3;m (TJ);13;20a(35~) js14~;-12;KND;KND;
SNK 4;l;17;16;-15;0;KND;
SNK 4,1;l, h;17, 20;16;-2;KND;KND;Tail Spin
SNK 3+4;l;23;26(41~) cs6~;-19~-14;KND;Launch;
SNK 1+2;m(Throw);30;27(42~);Throw(KND);Throw(KND);Throw(KND);
