Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
b, f+2, 1;m, h;12,24;15~16 (15~);-9;KND;KND;
b, f+2, 2;m, m;12,21;15~16 (15~);-12s;+1s;KND;
b, f+2, 3;m, h;12,20;15~16 (15~);-6~-5;KND;KND;Tail spin
b, B+1+2;m;25;35~36 (36~);+8~+9;KND;KND;
b, B+3+4;(Special);;35~36 (36~);;;;
qcf+2;m;30;15~16 (15~);-17~-16;ED;ED;
f, f, f+3;m;30;22~25 (25~) js3~;+9~+12g;ED;ED;
WS+1;m;17;13~14;-14~-13;KND;KND;
WS+2;m (TC);20;18 cs1~8;-6;+11kg;CS;Tail spin
WS+3;m;10;18;-11;+0;+0;
WS+3,1+2;m,m;10,20;18;-14;KND;KND;
WS+4;m;13;11~12;-3~-2;+8~+9;+8~+9;
WS+4, 4;m, m;13,16;11~12;-15~-14;0~+1s;0~+1s;
FC+d/f+4;l (TC);20;19~21s cs1~;-23;KND;KND;
SS+2;m;10;19(28~);-9;-1;-1;
SS+2, 1;m, m;10,20;19(28~);-14~-13;KND;KND;
Opponent Down, d+4;l(On grounded opponent);24;19;-14;-3;-3;
2+3+4;(Special);;19;;;;
1+2+3+4;(Special);;19;;;;
When ki-charged d, u, u or u/f+3;(Special), m (TJ);36;28~29 (85~) js9~;-10~-9;KND;KND;
When ki-charged d, u, u or u/f+3, 4;(Special), m (TJ), m (TJ);36,24;js1~;+1~+2;KND;KND;Tail spin
f+3+4;(Special)(h or m punch parry)(RAI);;(5~);;;;
f+3+4, u or d;(Special);;;;;;
RAI 1;h;20;17~18 (37~);-2~-1;KND;CS;Homing
RAI 2;m;20;15~16 (35~);-13~-12;KND;KND;
RAI 2, 1;m, m;20,23;15~16 (35~);-17~-16s;KND;KND;
RAI 1+2;h!;35;56(76~);CS;CS;CS;
f, n, d, D/F;(Special);;56(76~);;;;
f, n, d, d/f+1;m;25;19~21 (22~) ar19~;-15~-13;Launch;Launch;
f, n, d/f+1;m (TJ);35;19~21a (21~) ar19~;-10~-8;Launch;Launch;
f, n, d, D/F+2;h;20;11~12 (15~);-10~-9;Launch (JG?);Launch (JG?);
f, n, d, d/f+2;h;23;11~12 (14~);+5~+6;Launch (JG?);Launch (JG?);
f, n, d, d/f+3;m;30;27~28 (30~) js5~;+7~+8;KND;KND;
f, n, d, D/F+3;l?;24;33~34 (37~) js5~28;-23~-22;KND;KND;
f, n, d, d/f+4;l(HS);15;16~17 (19~);-23;+8~+9s;KND;
f, n, d, d/f+4, 4;l, l(HS);15,10;16~17 (19~);-10;KND;KND;
f, n, d, d/f+4, 4 (Single hit);l, l(HS);15,10;16~17 (19~);-10;+3s;KND;
f, n, d, d/f+4, 4, 4;l, l, l(HS);15,10,8;16~17 (19~);-10;KND;KND;
f, n, d, d/f+4, 4, 4 (Single hit);l, l, l(HS);15,10,8;16~17 (19~);-10;+3s;KND;
HS n, 1;m(HS);20;ar28~;-15~-12;Launch;Launch;
HS n, 4;m(HS);10;28~;-3~-2;+8~+9;+8~+9;
HS n, 4, 4;m, m(HS);10,20;28~;-14~-13;-3~-2s;-3~-2s;
