Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
4, 4, 4, 4;h, h, h, h(RFF);14,13,10,20;11;+2;KND;KND;
4, 4, 4, 3;h, h, h, m(RFF);14,13,10,20;11;-15s;KND;KND;
1+2;(RFF);b;11~12;;;;
3+4;(RFF);;11~12;;;;
f+2;m(RFF);15;16;-2;+9;+9;
f+3;(Special);;13~;;;;
f+3~n+3;m;25;20;-16;KND;KND;
f, n+4;(Special);;23~;;;;
f+4;h, (RFS);21;17~23;+8~+12;+19~+23g;+19~+23g;
f+1+2;m;17;15;-9;+2;CS;
d/f+1;m;10;13;-1;6;6;
d/f+1, 3;m, m;10, 15;13;-2;6;6;
d/f+2;m;13;15;-7;Launch (JG?)(+4a);Launch (JG?);
d/f+3;m;12;22;-14;-4;-4;Power crush
d/f+3, 4;m, m;12,20;22;-14;KND;KND;
d/f+3, f (Cancel);(LFS);;22~23;;;;
d/f+4;m(RFF);20;16;-8;+8;KND;Homing, Tail spin
d/f+1+2;m;12;13;-3;+8;+8;
d/f+3+4;m(,  (Sky)(throw));8(22);15;-11;0;0;
d+3;l;7;17;-13;-2;-2;
d+3, 4;l, h, (RFS);7,13;17;8g;15g;19;
d+4;l (TC);7;19s cs6~;-17;-6;-6;
d+4, 4;l (TC), h;7,22;19 6~;-8;Launch (JG?);Launch (JG?);
d/b+3;l (TC);12;19s cs4~;-13;0;+7;
d/b+4;l;12;16;-12;-8;-1;
d/b+4, f;l, (RFS);12;16;-1;+3;+10;
d/b+4, 4;l, h;12,21;16;-1;KND;KND;Tail spin
d/b+3+4;!;40;61;KND;KND;KND;
d/b+3+4, b, b (Cancel);(LFS);;61;;;;
b+1;m;15;15;-14;-1;-1;
b+2;h;18;13;-9;15k;15k;
b+3;m;17;16;-19;Launch (JG?);Launch (JG?);
b+4;h(RFF);20;13;-7;2;CS;41
u/b+3;m;8;16;-14;-3;-3;
u/b+3, 3;m, h (TJ), (LFS);8,15;16;+3;KND;KND;Tail spin
u/b+3, 4;m, m, (RFS);8,16;16;-4;+12g;+12g;
u/b+4;m (TJ);18;17F;-8;+10;+10;44
u+3;h (TJ), (LFS);25;20F;5;uKZD;uKZD;
u+4;m (TJ), (RFS);18;16F;3;11g;11;
u+3+4;m (TJ);20;25;-7;KND;KND;51
u/f+2;m (TJ);22;26;+5s;+6s;KND;
u/f+3;m (TJ);15;28;-6;KND;KND;
u/f+3, 4;m (TJ), m;15,14;js1~;-8;Launch (JG?);Launch (JG?);
u/f+3, 4 (when second hit inputted);m (TJ);15;js9~;-13~-12;KND;KND;
u/f+3, 4, 3;m (TJ), m, h;15,14,25;9~;;KND;;
u/f+4;h (TJ), (RFS);12;22;-2;+4;+4;
u/f+4, 4;h (TJ), m (TJ), (RFS);12,12;js1~5;0;6;6;
u/f+4, 4, 4;h (TJ), m (TJ), l, (RFS);12,12,12;1;1;7;7;
u/f+3+4;mh (TJ);9,8;14;-10;+1;+1;
u/f+3+4, 4;mh (TJ), m (TJ);9,8,13;js1~;-13;+4;+4;
f, F+3;m(RFF);24;22;6;6s;6s;
f, F+4;m(RFF);22;17;-7;KND;KND;
f, n, d, d/f+3;m, (LFS);27;18;+4;KND;CS;Wall bounce
f, n, d, d/f+4;m;18;16;-18;Launch(JG?);Launch(JG?);53
f, n, d/f+4;m;18;16;-10;Launch(JG?);Launch(JG?);47
f, f, f+3;m (TJ);30;22;6;KND;KND;
f, f, f+4;h;28;18;+5;8b;8b;
WS+3;m;20;14;-7;KND;KND;
WS+4;m;12;11;-3;8;8;
WS+4, 4;m, m(RFF);12,13;11;-5;4s;4s;
WS+3+4;m(RFF);16;20~21b;-9~-8;+2~+3;+2~+3;
WS+3+4, 3;m, m;16,20;20;-5;6s (KND);KND;
SS+3;m;15;18;-12;-1;FS (+5~+6);
SS+3, 3;m, h(LFS);15,18;18;3;14g;14;
SS+4;l(RFF);18;19;-13;5s;KND;
LFF BT 4;m(RFF);20;14;-13;Launch (JG?);Launch (JG?);
RFF 1+2;(LFF);b;14~16;;;;
RFF 3+4;(LFF);;14~16;;;;
RFF 1;h;10;10;0;+6;+6;
RFF 1, 1;h, m(LFF);10,12;10;-8;+3;+3;
RFF 2;h;6;10;+2;+8;+8;
RFF 2, 1;h, h;6,10;10;0;+6;+6;
RFF 2, 1, 1;h, h, m(LFF);6,10,12;10;-8;+3;+3;
RFF 2, 3;h, h(LFF);6,20;10;-7;2;CS;
RFF 2, 4;h, h(RFF);6,12;10;-8;+3;+3;
RFF 2, 4, b or f;h, h, (RFS);6,12;10;+7;+18g;+18g;
RFF 2, 4, d or u;h, h, (RFS);6,12,20;10;+6;+17g;+17g (+13);
RFF 2, 4, 3;h, h, m;6,12,20;10;-15;KND;KND;
RFF 2, 4, 4;h, h, h(LFF);6,12,23;10;-5;KND;KND;Tail spin
RFF 2, b+4;h, h (TC)(LFF);6,27;10;-9;+13kg;+13kg;Tail spin
RFF 3;m(LFF);13;16;-4;+7;+7;
RFF 3, 4;m, h, (RFS);13,16;16;10g;21g;21g;
RFF 3, 4f;m, h, (RFS);13,16;16;-12;-1;-1;
RFF 3, F+4;m, h, (RFF);13,16;16;-7;4;4;
RFF 3~4;h(LFF);35;27;4;KND;KND;Homing, Tail spin, Power crush
RFF 4;h(RFF);12;12;-8;+3;+3;39
RFF 4, b or f;h, (RFS);12;12;+7;+18g;+18g;
RFF 4, d or u;h, (RFS);12;12;+6;+17g;+17g (+13);
RFF 4, 3;h, m, (Special);12,20;12;-15;KND;KND;
RFF 4, 4;h, h(LFF);12,23;12;-5;KND;KND;Tail spin
RFF f+4;(Special);;35~;;;;
RFF f+4~4;m;20;18;-13;Launch (JG?);Launch (JG?);
RFF f+3;h, (LFS);21;14;12;23;23;
RFF f+3, B;h(RFF);21;14;-11;0;0;
RFF d/f+3;m(LFF);25;20;-11;KND;KND;Homing, Tail spin
RFF d/f+4;m;12;13;-7;+1;+1;39
RFF d/f+4, b or f;m, (RFS);12;13;+7;+15g;+15;
RFF d/f+4, d or u;m, (RFS);12;13;+6;+14g;+14;
RFF d+4;l;19;19;-11;+5;+15g;
RFF d/b+3;l (TC);13;17F;-11;-3;+4;
RFF d/b+3, 3;l, h(LFF);13,28;17 10~;-2;KND;KND;Tail spin
RFF b+2;m;17;16;2;6s;KND;
RFF b+3;h(LFF);20;13;-7;2;CS;
RFF b+4;h (TC)(LFF);27;18;-9;+13kg;+13kg;Tail spin
RFF f, F+3;m (TJ)(LFF);22;22;-6;KND;KND;
RFF f, F+4;m(LFF);15;22;-9;-1;-1;
RFF f, F+4, 3;m, h (TJ);15,20;js5~;+3;KND;KND;
RFF BT 3;m(LFF);20;14;-13;Launch (JG?);Launch (JG?);
RFF BT 4;m(RFF);16;20;-9;+2;+2;
RFF BT 4, 3;m, m;16,20;20;-5;+6 (KND);KND;
RFF BT d+3;l (TC)(LFF);20;18F;-13;-2;KND;
f+3 ;(Special);;18~19 4~;;;;
LFS 3+4;(RFS);;18~19 4~;;;;
LFS 1;h(LFF);7;13;+5;+7;+7;
LFS 2;m(RFF);15;16;-2;+9;+9;
LFS 3;m(LFF);10;14;-13;-7;-2;
LFS 3, 3;m, m(LFF);10,15;14;-14;KND;KND;
LFS 3, F;m, (LFS);10;14;+2;+8;+13;
LFS 3, 4;m, h, (RFS);10,15;14;9G;20g;20;
LFS 3, d/f or f+4;m, h(LFF);10,23;14;-1;KND;KND;
LFS 4;h (TJ), (RFS);24;14;+2;KND;KND;
LFS 1+4;! (TJ)(LFF);80;67F;KND;KND;KND;
LFS 1+4 , b, b (Cancel);(LFF);;66~69 54~;;;;
LFS f+3;m, (LFS);23;19;4;KND;CS (20~21);
LFS f+4;m(RFF);17;16;-7;4;4;
LFS f+4, 3;m, h (TJ)(RFF);17,26;js17~;3;KND;KND;
LFS d/f+3;m(LFF);12;22;-14;-4;-4;
LFS d/f+3, 4;m, m(LFF);12,20;22;-14;KND;KND;
LFS d/f+3, f (Cancel);(LFS);;22~23;;;;
LFS d+3;l(LFF);7;16;-17;-6;-6;
LFS d+3, 4;l, h, (RFS);7,10;16;8g;15g;19;
LFS d or d/f+4;l (TC)(LFF);12;28F;-23;KND;KND;
LFS d/b+4;l(RFF);17;20;-12;+4;KND;
LFS b+1;m;18;15;-13;0;CS (0);
LFS b+3;m (TJ)(RFF);23;20;-12;+14k;+14k;Homing, Tail spin, Power crush
LFS b+4;m(RFF);21;16;-8;+7;CS;
LFS u/f+3;m (TJ)(LFF);13;28;-6;KND;KND;
LFS u/f+3, 4;m (TJ), m(LFF);13,12;js1~;-8;Launch (JG?);Launch (JG?);
LFS u/f+3, 4, 3;m (TJ), m, h(LFF);13,12,23;1~;;KND;;
LFS u/f+4;m (TJ)(LFF);20;19F;-14;JG;JG;
LFS u/f+3+4;mh (TJ)(LFF);10,8;14,25 js9~;-10;+1;+1;
LFS u/f+3+4, 4;mh (TJ), m (TJ)(LFF);10,8,13;js1~;-13;+1;+1;
LFS f or b or u or d;(Special);;1~;;;;
f, n+4 ;(Special);;1~;;;;
RFS 3+4;(LFS);;1~;;;;
RFS 1;m(LFF);15;16;-2;+9;+9;
RFS 2;h(RFF);7;13;+5;+7;+7;
RFS 3;h (TJ), (LFS);24;14;2;KND;KND;
RFS 4;m(RFF);20;14;-14;KND;KND;
RFS f+3;m(LFF);17;16;-7;4;4;
RFS f+3, 4;m, h (TJ)(LFF);17,26;js17~;3;KND;KND;
RFS f+4;hh, (RFS);8,10;8,18;+1;+3;+7;
RFS f+4, 4;hh, h(RFF);8,10,12;8,18;-6;Launch (JG?);Launch (JG?);
RFS d/f+4;m(LFF);17;17;1;8s;KND;
RFS d/b or d or d/f+3;l (TC)(LFF);12;28;-23;KND;KND;
RFS d+4;l(LFF);11;20;-31;-1 (KND);-1 (KND);
RFS d+4, 3;l, m(LFF);11,25;20;-14;KND;KND;
RFS b+3;m(LFF);21;16;-10;JG;JG;
RFS b+4;m (TJ)(LFF);23;20 pc8~19 js15~;-12;+14kg;+14kg;Homing, Tail spin, Power crush
RFS f or b or u or d;(Special);;20~22 8~19 15~;;;;
