Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
SSL+3+4;h;25;17~20 (25~);-2~+1;KND;KND;Tail spin
SSL+3+4, 3;h, (HMS);25;17~20 (25~);-5~-2;KND;KND;Tail spin
3+4 or From certain moves (to HMS);(HMS);; RC;;;;
HMS d or u;(HMS);;;;;;
HMS f;(HMS);;;;;;
HMS d/b or D (Cancel);(Special);; RC;;;;
HMS b (Cancel);(Special);;;;;;
HMS 1;h (HMS);10;12;0;+7;+7;
HMS 1, 1, ...;h, h HMS);10,10, ...;12;-1;+7;+7;
HMS 1, 1, ..., f, n (Cancel);(MS);10,;12s;-3;+4;+4;
HMS 1, 4;h, m;10,17;12;-8;+2;KND;
HMS 1, 4, 3;h, m (HMS);10,15;12;-8;+2;+2;
HMS 2;m;23;19~20;-13~-12;Launch;Launch;
HMS 3;h;21;17~19 pc8~16;-4~-2;KND;KND;Homing, Power crush, Tail spin
HMS 3 Hit when close ;h, (throw);21(,20);17~19 8~16;;Throw(KND);;
HMS 4;l (TC);30;24~26s cs6~;-26;KND;KND;
HMS 1+2;mm;10,15;15,26~27;-7~-6;+6~+7;+6~+7;
HMS u/f+3;m (TJ);24;20~22 js9~;-9;KND;KND;Wall bounce
HMS u/f+3, D;m (TJ);24;20~22s js9~;-9;KND;KND;
HMS u/f+4;m (TJ);20;25~29 js16~;-8~-4s;KND;KND;
f, n or HMS f (to MS);(Special) (TC)(MS);;25~29 16~;;;;
MS 3;m (TJ);10;15~16 (17~) js9~;-12~-11;-1~0;-1~0;
MS 3, 4;m (TJ), m (TJ);10,10;js1~;-13~-12;Launch (JG?);Launch (JG?);
MS 3+4;l (TJ);17;29~33a,d (31~) js6~23;-35~-31;KND;KND;
MS etc, ,;;;29~33, (31~) 6~23;;;;
MS b, n;(Sway);;(s);;;;
Sway 4;l (TC);18;21~22 cs1~;-13~-12;+3~+4;KND;
Sway n command;;;21~22 1~;;;;
