Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
b, f+2, 1, d/b or d or d/f+2;m, m, m;12,12,20;15~17 (15~);-14~-13;Launch (JG?);Launch (JG?);
b, f+2, 1, 4;m, m, m (TJ);12,12,21;js12~23;-8~-5s;KND;KND;
f, f, f+3 or WR+3 or f, n, d, d/f, U/F+3;m (TJ);30;22~25 (25~) js3~;+9~+12g;KND;KND;
WS+1;m;12;13~14;-6~-5;+5~+6;+5~+6;
WS+1, 2;m, m;12,14;13~14;-7~-6;+4~+5;+4~+5;
WS+1, 4;m, h;12,23;13~14;-5~-4;KND;KND;Tail spin
WS+2;m;20;15~16;-12~-11;KND;KND;Tail spin
WS+4;m;13;11~12;-3~-2;+8~+9;+8~+9;
WS+4, 4;m, m;13,16;11~12;-15~-14;-4~-3s;-4~-3s;
SS+2;m;25;17~18 (26~);-22~-21;Launch;Launch;
SS+2 U(When hit );m, (throw);25(,24,20);17~18 (26~);;Throw(KND);;
Opponent Down d+1+2;l(On grounded opponent);20;22~30;-16~-8;KND;KND;
Grounded face up u+3+4;(Special) (TJ)(FLY);;a;;;;
1+2+3+4;(Special) (TJ);;a;;;;
3+4 or From certain moves (to FLY);(Special) (TJ)(FLY);;a(s);;;;
FLY 1;h (TJ);20;18~19 (58~) js1~15;-3~-2;KND;KND;Tail spin
FLY 2;h! (TJ)(, (throw));20(,30);36(76~) js1~;;Throw(KND);;
FLY 3;m (TJ);30;15~21a (55~) js1~ 輪廻~20F;-15~-9;KND;KND;
FLY 1+2;! (TJ);30;50~100 (80~) js1~;KND;KND;KND;
FLY f+1+2;! (TJ);30;123~163 (153~) js1~;KND;KND;KND;
f, n, d, D/F;(Special);;s;;;;
f, n, d, d/f, U/F;(Special) (TJ);;a;;;;
f, n, d, d/f, U/F+3;m (TJ);30;22~25 (27~) js3~;+9~+12g;KND;KND;
f, n, d, d/f+1;m?;30;22~24a (25~) js22~;-16~-14;Launch;Launch;
f, n, d, d/f+1, U/F;m, (throw);30,15;22~23a (25~);;Throw(KND);Throw(KND);
f, n, d, d/f+1, 3;m, m;30,15;js22~45;-14;KND;KND;
f, n, d, d/f+1, 4;m, l?;30,12;js22~45;-20~-18;KND;KND;
f, n, d, D/F+2;h;20;11~12 (15~);-10~-9;Launch (JG?);Launch (JG?);
f, n, d, d/f+2;h;23;11~15 (14~);+5~+6;Launch (JG?);Launch (JG?);
f, n, d, D/F (Hold as long as possible)2;h;23;12~13 (34~);-4~-3;+12~+13;+12~+13;
f, n, d, d/f+3;m (TJ);25;26~28 (29~) js5~;-8~-6s;KND;KND;
f, n, d, D/F+3;l (TC);24;33~34 (37~) js5~28;-23~-22;KND;KND;
f, n, d, d/f+4;l;10;16(19~);-23;KND;KND;
f, n, d, d/f+4, 4;l, m;10,30;16(19~);-16~-15;+4~+5s;KND;
