Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes
FC+d/f+1;m;25;16;-9;KND;KND;
FC+d/f+2;l;17;20 cs;-13;+4s;+13g;Homing
1+2+3+4;;;;;;;
1+3+4;;;;;;;
SS+2;m;21;18;0;5s;KND;
BT 1;h;15;8;-8;+3;+3;
BT 2;m;16;20;-9;KND;KND;
BT 3 or 4;h;25;10;-8;KND;KND;
BT d+1 or d+2;sm;10;10;-2;+9;+9;
BT d+3 or d+4;l;12;10;-11;+3;+3;
f+3+4;;;cs;;;;
f+3+4, 1;m;24;18;-13;KND;KND;Power crush, Wall bounce
f+3+4, 3+4;l;17;20 cs;-20;KND;KND;
In rage d+1+2;m;55;20;-32;throw;throw;
In rage f+2+3;m;10(,30);18;+2;throw;throw;
;;;;;;;
